QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	0
1	0.2	0	0	0
2	0.0	0	0	0
3	1.0	0	1	0
4	0.2235294117647059	0	0	0
5	0.75	0	0	0
6	0.5945945945945946	0	0	0
7	0.6666666666666666	0	0	0
8	1.0	0	1	0
9	1.0	0	1	0
10	1.0	0	1	0
11	1.0	0	1	0
12	0.6857142857142857	0	0	0
13	1.0	0	1	0
14	0.0	0	0	0
15	0.010309278350515464	0	0	0
16	0.23636363636363636	0	0	0
17	1.0	0	1	0
18	0.0	0	0	0
19	1.0	0	1	0
20	1.0	0	1	0
21	1.0	0	1	0
22	1.0	0	1	0
23	0.5	0	0	0
24	0.391304347826087	0	0	0
25	0.5853658536585366	0	0	0
26	1.0	0	1	0
27	0.14285714285714285	0	0	0
28	0.75	0	0	0
29	0.0	0	0	0
30	0.8	0	0	0
31	1.0	0	1	0
32	0.8	0	0	0
33	0.8125	0	0	0
34	1.0	0	1	0
35	1.0	0	1	0
36	0.2222222222222222	0	0	0
37	0.0	0	0	0
38	0.52	0	0	0
39	0.08333333333333333	0	0	0
40	0.42857142857142855	0	0	0
41	0.04918032786885246	0	0	0
42	0.07881773399014778	0	0	0
43	0.0	0	0	0
44	0.5555555555555556	0	0	0
45	1.0	0	1	0
46	0.55	0	0	0
47	0.5454545454545454	0	0	0
48	0.0	0	0	0
49	0.8181818181818182	0	0	0
50	0.35714285714285715	0	0	0
51	0.0	0	0	0
52	0.7105263157894737	0	0	0
53	1.0	0	1	0
54	0.8888888888888888	0	0	0
55	0.30851063829787234	0	0	0
56	0.2127659574468085	0	0	0
57	0.0	0	0	0
58	0.0	0	0	0
59	0.13333333333333333	0	0	0
60	0.13333333333333333	0	0	0
61	0.0	0	0	0
62	0.0	0	0	0
63	0.5428571428571428	0	0	0
64	0.3793103448275862	0	0	0
65	0.2727272727272727	0	0	0
66	1.0	0	1	0
67	0.88	0	0	0
68	0.46153846153846156	0	0	0
69	0.4634146341463415	0	0	0
70	1.0	0	1	0
71	0.9090909090909091	0	0	0
72	1.0	0	1	0
73	0.625	0	0	0
74	1.0	0	1	0
75	1.0	0	1	0
76	0.4457831325301205	0	0	0
77	0.625	0	0	0
78	0.9193548387096774	0	0	0
79	0.9523809523809523	0	0	0
80	0.9948453608247423	0	0	0
81	1.0	0	1	0
82	1.0	0	1	0
83	1.0	0	1	0
84	1.0	0	1	0
85	0.723404255319149	0	0	0
86	0.8055555555555556	0	0	0
87	0.21428571428571427	0	0	0
88	0.9090909090909091	0	0	0
89	0.5454545454545454	0	0	0
90	0.0	0	0	0
91	0.8571428571428571	0	0	0
92	1.0	0	1	0
93	0.5238095238095238	0	0	0
94	0.375	0	0	0
95	0.34615384615384615	0	0	0
96	0.4166666666666667	0	0	0
97	0.0	0	0	0
98	0.47058823529411764	0	0	0
99	0.4807692307692308	0	0	0
100	0.5384615384615384	0	0	0
101	0.0	0	0	0
102	0.8571428571428571	0	0	0
103	1.0	0	1	0
104	0.7192982456140351	0	0	0
105	1.0	0	1	0
106	0.2962962962962963	0	0	0
107	0.297029702970297	0	0	0
108	0.4854368932038835	0	0	0
109	0.8333333333333334	0	0	0
110	0.6666666666666666	0	0	0
111	0.6666666666666666	0	0	0
112	0.5454545454545454	0	0	0
113	0.5161290322580645	0	0	0
114	0.8125	0	0	0
115	1.0	0	1	0
116	1.0	0	1	0
117	0.6666666666666666	0	0	0
118	1.0	0	1	0
119	0.44	0	0	0
120	0.02459016393442623	0	0	0
121	0.75	0	0	0
122	0.0	0	0	0
123	0.8125	0	0	0
124	1.0	0	1	0
125	0.19672131147540983	0	0	0
126	0.8333333333333334	0	0	0
127	0.0	1	1	0
128	0.46511627906976744	0	0	0
129	0.0	0	0	0
130	0.5294117647058824	0	0	0
131	0.5405405405405406	0	0	0
132	0.46153846153846156	0	0	0
133	0.40476190476190477	0	0	0
134	0.23076923076923078	0	0	0
135	0.0	0	0	0
136	1.0	0	1	0
137	0.0967741935483871	0	0	0
138	1.0	0	1	0
139	0.23255813953488372	0	0	0
140	0.0	1	1	0
141	0.5909090909090909	0	0	0
142	1.0	0	1	0
143	0.0	0	0	0
144	0.0	0	0	0
145	1.0	0	1	0
146	0.15384615384615385	0	0	0
147	1.0	0	1	0
148	1.0	0	1	0
149	0.8571428571428571	0	0	0
