QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	0.6	0	1	0
1	0.0	0	0	0
2	1.0	0	1	0
3	1.0	0	1	0
4	1.0	0	1	0
5	0.25	0	0	1
6	1.0	0	1	0
7	1.0	0	1	0
8	1.0	0	1	1
9	0.5	0	0	1
10	0.05	0	0	1
11	0.24	0	0	1
12	0.3333333333333333	0	0	1
13	1.0	0	1	0
14	1.0	0	1	0
15	0.3333333333333333	0	0	1
16	0.0625	0	0	1
17	1.0	0	1	0
18	1.0	0	1	0
19	0.0	0	0	0
20	0.037037037037037035	0	0	1
21	0.14285714285714285	0	0	1
22	0.3	0	0	1
23	1.0	0	1	0
24	1.0	0	1	0
25	1.0	0	1	0
26	0.0	0	0	0
27	0.0	0	0	0
28	0.2	0	0	1
29	0.1111111111111111	0	0	1
30	1.0	0	1	0
31	1.0	0	1	0
32	1.0	0	1	0
33	0.25	0	0	1
34	0.5	0	0	1
35	0.3333333333333333	0	0	1
36	1.0	0	1	0
37	1.0	0	1	0
38	1.0	0	1	0
39	1.0	0	1	0
40	1.0	0	1	0
41	1.0	0	1	0
42	1.0	0	1	0
43	1.0	0	1	0
44	0.0	0	0	0
45	0.0	0	0	1
46	0.5	0	1	1
47	1.0	0	1	0
48	0.3333333333333333	0	1	1
49	1.0	0	1	0
50	1.0	0	1	0
51	1.0	0	1	0
52	0.25	0	0	1
53	0.0	0	0	1
54	1.0	0	1	0
55	1.0	0	1	0
56	1.0	0	1	0
57	1.0	0	1	0
58	0.5	0	1	1
59	1.0	0	1	0
60	1.0	0	1	0
61	0.04	0	0	1
62	1.0	0	1	0
63	1.0	0	1	0
64	1.0	0	1	0
65	1.0	0	1	0
66	0.3333333333333333	0	0	1
67	1.0	0	1	0
68	1.0	0	1	0
69	1.0	0	1	0
70	0.041666666666666664	0	0	1
71	0.7037037037037037	0	1	1
72	0.0	0	0	0
73	1.0	0	1	0
74	0.0	0	0	1
75	0.7142857142857143	0	1	0
76	1.0	0	1	0
77	0.0	0	0	0
78	0.0	0	0	0
79	1.0	0	1	0
80	0.022222222222222223	0	0	1
81	1.0	0	1	0
82	0.5	0	1	1
83	1.0	0	1	0
84	0.42857142857142855	0	1	1
85	1.0	0	1	0
86	0.3333333333333333	0	0	1
87	0.3333333333333333	0	0	1
88	1.0	0	1	0
89	1.0	0	1	0
90	1.0	0	1	0
91	0.1111111111111111	0	0	1
92	1.0	0	1	0
93	1.0	0	1	0
94	1.0	0	1	0
95	1.0	0	1	0
96	1.0	0	1	0
97	1.0	0	1	0
98	1.0	0	1	0
99	0.11504424778761062	0	1	1
100	0.2	0	0	1
101	0.5	0	1	1
102	0.25	0	0	1
103	1.0	0	1	0
104	1.0	0	1	0
105	1.0	0	1	0
106	1.0	0	1	0
107	1.0	0	1	0
108	1.0	0	1	0
109	1.0	0	1	0
110	1.0	0	1	0
111	1.0	0	1	0
112	1.0	0	1	0
113	1.0	0	1	0
114	1.0	0	1	0
115	1.0	0	1	0
116	0.0	0	0	1
117	1.0	0	1	0
118	1.0	0	1	0
119	0.2	0	0	1
120	1.0	0	1	0
121	1.0	0	1	0
122	1.0	0	1	0
123	1.0	0	1	0
124	1.0	0	1	0
125	1.0	0	1	0
126	1.0	0	1	0
127	1.0	0	1	0
128	1.0	0	1	0
129	1.0	0	1	0
130	1.0	0	1	0
131	0.14285714285714285	0	0	1
132	0.1111111111111111	0	0	1
133	1.0	0	1	0
134	1.0	0	1	0
135	1.0	0	1	0
136	1.0	0	1	0
137	1.0	0	1	0
138	1.0	0	1	0
139	0.04	0	0	1
140	1.0	0	1	0
141	1.0	0	1	0
142	1.0	0	1	0
143	1.0	0	1	0
144	1.0	0	1	0
145	1.0	0	1	0
146	1.0	0	1	0
147	1.0	0	1	0
148	1.0	0	1	0
149	0.75	0	1	1
