QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	0
1	1.0	0	1	0
2	1.0	0	1	0
3	1.0	0	1	0
4	1.0	0	1	0
5	1.0	0	1	0
6	0.967741935483871	0	0	0
7	1.0	0	1	0
8	1.0	0	1	0
9	1.0	0	1	0
10	1.0	0	1	0
11	1.0	0	1	0
12	1.0	0	1	0
13	1.0	0	1	0
14	0.0	1	1	0
15	1.0	0	1	0
16	1.0	0	1	0
17	1.0	0	1	0
18	1.0	0	1	0
19	1.0	0	1	0
20	1.0	0	1	0
21	1.0	0	1	0
22	1.0	0	1	0
23	1.0	0	1	0
24	1.0	0	1	0
25	0.85	0	0	0
26	1.0	0	1	0
27	0.8571428571428571	0	0	0
28	1.0	0	1	0
29	0.391304347826087	0	0	0
30	1.0	0	1	0
31	1.0	0	1	0
32	1.0	0	1	0
33	1.0	0	1	0
34	1.0	0	1	0
35	1.0	0	1	0
36	1.0	0	1	0
37	1.0	0	1	0
38	1.0	0	1	0
39	1.0	0	1	0
40	0.5789473684210527	0	0	0
41	0.9032258064516129	0	0	0
42	0.3103448275862069	0	0	0
43	0.25	0	0	0
44	0.6	0	0	0
45	1.0	0	1	0
46	1.0	0	1	0
47	1.0	0	1	0
48	0.7647058823529411	0	0	0
49	1.0	0	1	0
50	0.34782608695652173	0	0	0
51	1.0	0	1	0
52	1.0	0	1	0
53	0.7142857142857143	0	0	0
54	1.0	0	1	0
55	1.0	0	1	0
56	1.0	0	1	0
57	1.0	0	1	0
58	1.0	0	1	0
59	1.0	0	1	0
60	1.0	0	1	0
61	1.0	0	1	0
62	1.0	0	1	0
63	1.0	0	1	0
64	1.0	0	1	0
65	1.0	0	1	0
66	1.0	0	1	0
67	1.0	0	1	0
68	1.0	0	1	0
69	1.0	0	1	0
70	1.0	0	1	0
71	1.0	0	1	0
72	1.0	0	1	0
73	1.0	0	1	0
74	1.0	0	1	0
75	1.0	0	1	0
76	0.9534883720930233	0	0	0
77	1.0	0	1	0
78	1.0	0	1	0
79	1.0	0	1	0
80	1.0	0	1	0
81	1.0	0	1	0
82	1.0	0	1	0
83	1.0	0	1	0
84	1.0	0	1	0
85	0.9111111111111111	0	0	0
86	1.0	0	1	0
87	1.0	0	1	0
88	1.0	0	1	0
89	1.0	0	1	0
90	1.0	0	1	0
91	1.0	0	1	0
92	1.0	0	1	0
93	0.5	0	0	0
94	0.5	0	0	0
95	0.5	0	0	0
96	1.0	0	1	0
97	1.0	0	1	0
98	0.0	0	0	0
99	1.0	0	1	0
100	0.6111111111111112	0	0	0
101	0.0	0	0	0
102	1.0	0	1	0
103	1.0	0	1	0
104	1.0	0	1	0
105	1.0	0	1	0
106	0.8636363636363636	0	0	0
107	0.978494623655914	0	0	0
108	0.2862190812720848	0	0	0
109	0.9375	0	0	0
110	0.8378378378378378	0	0	0
111	1.0	0	1	0
112	1.0	0	1	0
113	1.0	0	1	0
114	0.9090909090909091	0	0	0
115	1.0	0	1	0
116	1.0	0	1	0
117	1.0	0	1	0
118	1.0	0	1	0
119	1.0	0	1	0
120	0.2740740740740741	0	0	0
121	1.0	0	1	0
122	0.9	0	0	0
123	1.0	0	1	0
124	0.4666666666666667	0	0	0
125	0.7333333333333333	0	0	0
126	1.0	0	1	0
127	1.0	0	1	0
128	0.8958333333333334	0	0	0
129	1.0	0	1	0
130	0.5714285714285714	0	0	0
131	1.0	0	1	0
132	1.0	0	1	0
133	0.4888888888888889	0	0	0
134	1.0	0	1	0
135	0.6129032258064516	0	0	0
136	1.0	0	1	0
137	0.43333333333333335	0	0	0
138	1.0	0	1	0
139	1.0	0	1	0
140	1.0	0	1	0
141	1.0	0	1	0
142	1.0	0	1	0
143	1.0	0	1	0
144	1.0	0	1	0
145	1.0	0	1	0
146	1.0	0	1	0
147	1.0	0	1	0
148	0.5	0	0	0
149	1.0	0	1	0
