QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	0
1	1.0	0	1	0
2	1.0	0	1	0
3	1.0	0	1	0
4	0.20689655172413793	0	0	1
5	1.0	0	1	0
6	0.3125	0	0	0
7	0.9	0	1	0
8	1.0	0	1	1
9	1.0	0	1	1
10	0.9047619047619048	0	0	0
11	1.0	0	1	0
12	0.7297297297297297	0	0	1
13	0.6363636363636364	0	1	0
14	0.3333333333333333	0	1	1
15	0.2727272727272727	0	0	1
16	0.08421052631578947	0	0	1
17	0.2857142857142857	0	0	1
18	0.391304347826087	0	0	0
19	1.0	0	1	0
20	0.9411764705882353	0	1	1
21	0.8518518518518519	0	1	1
22	0.25	0	0	1
23	1.0	0	1	1
24	0.5	0	0	0
25	0.30434782608695654	0	0	1
26	0.6666666666666666	0	1	1
27	0.6666666666666666	0	0	1
28	0.5454545454545454	0	1	0
29	0.4444444444444444	0	1	1
30	0.4	0	0	1
31	1.0	0	1	1
32	0.75	0	1	0
33	0.625	0	0	1
34	1.0	0	1	0
35	0.6	0	1	1
36	0.8888888888888888	0	1	1
37	0.8333333333333334	0	1	0
38	0.8571428571428571	0	1	0
39	1.0	0	1	0
40	0.2631578947368421	0	0	0
41	0.21621621621621623	0	0	1
42	0.0	0	0	1
43	0.0	0	0	1
44	0.5714285714285714	0	1	0
45	0.45454545454545453	0	1	1
46	0.8181818181818182	0	0	0
47	0.3	0	1	1
48	0.0	0	0	0
49	1.0	0	1	0
50	0.625	0	1	0
51	0.0	0	0	1
52	0.2916666666666667	0	0	0
53	0.8333333333333334	0	1	0
54	0.5333333333333333	0	1	0
55	0.38461538461538464	0	1	1
56	0.72	0	0	0
57	0.375	0	0	1
58	0.1111111111111111	0	0	1
59	0.0	0	0	0
60	0.3076923076923077	0	1	0
61	0.4	0	0	1
62	0.125	0	0	1
63	0.13333333333333333	0	0	1
64	0.2962962962962963	0	0	1
65	0.15384615384615385	0	0	1
66	0.0	0	0	0
67	0.5833333333333334	0	0	0
68	0.36363636363636365	0	1	1
69	0.5625	0	0	0
70	0.8863636363636364	0	0	0
71	0.875	0	1	1
72	0.9166666666666666	0	1	0
73	0.125	0	0	1
74	0.9047619047619048	0	0	1
75	0.6666666666666666	0	1	0
76	0.0945945945945946	0	0	1
77	0.5	0	1	0
78	0.6851851851851852	0	1	0
79	0.09090909090909091	0	1	1
80	0.38578680203045684	0	0	1
81	0.7096774193548387	0	0	0
82	0.8571428571428571	0	1	1
83	0.75	0	1	1
84	0.8	0	1	1
85	0.6666666666666666	0	1	1
86	0.04	0	1	1
87	0.6666666666666666	0	1	0
88	0.45454545454545453	0	0	1
89	0.0	0	1	1
90	0.0	0	0	0
91	0.75	0	0	0
92	0.7142857142857143	0	0	0
93	0.2857142857142857	0	0	1
94	0.16666666666666666	0	0	0
95	0.29411764705882354	0	0	0
96	1.0	0	1	0
97	0.2857142857142857	0	0	1
98	0.05	0	0	0
99	0.3958333333333333	0	0	0
100	0.75	0	0	0
101	0.0	0	0	0
102	0.375	0	0	0
103	0.3333333333333333	0	0	0
104	0.5588235294117647	0	1	0
105	0.3333333333333333	0	0	1
106	0.09523809523809523	0	0	0
107	0.3252032520325203	0	0	0
108	0.16176470588235295	0	0	0
109	0.3333333333333333	0	1	0
110	0.016666666666666666	0	0	1
111	0.0	0	1	1
112	0.0	0	0	0
113	0.2	0	0	0
114	0.2727272727272727	0	0	0
115	0.5	0	0	1
116	1.0	0	1	1
117	0.5	0	0	1
118	1.0	0	1	1
119	0.47368421052631576	0	1	1
120	0.0	0	0	1
121	0.5	0	1	0
122	0.0	1	1	1
123	0.08333333333333333	0	0	0
124	0.5714285714285714	0	0	1
125	0.05128205128205128	0	0	1
126	0.125	0	0	1
127	0.5625	0	0	1
128	0.34782608695652173	0	0	1
129	0.0	0	0	1
130	0.375	0	0	0
131	0.6666666666666666	0	0	0
132	0.35294117647058826	0	0	0
133	0.5454545454545454	0	0	0
134	0.4166666666666667	0	0	0
135	0.32142857142857145	0	0	1
136	0.16666666666666666	0	0	1
137	0.27586206896551724	0	1	1
138	0.375	0	1	0
139	0.10144927536231885	0	0	1
140	0.0	0	1	1
141	0.3333333333333333	0	0	1
142	1.0	0	1	0
143	0.0	0	0	1
144	0.0	0	1	1
145	0.0	0	1	1
146	0.8	0	1	0
147	0.375	0	1	0
148	0.3333333333333333	0	0	0
149	0.6363636363636364	0	1	1
