QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	1
1	0.7391304347826086	0	0	1
2	1.0	0	1	1
3	1.0	0	1	1
4	0.4482758620689655	0	1	1
5	1.0	0	1	1
6	0.2571428571428571	0	0	1
7	0.75	0	1	1
8	1.0	0	1	1
9	1.0	0	1	1
10	0.6666666666666666	0	0	1
11	1.0	0	1	1
12	0.8666666666666667	0	1	1
13	0.9583333333333334	0	1	0
14	0.9565217391304348	0	1	0
15	0.4634146341463415	0	0	1
16	1.0	0	1	1
17	0.625	0	1	1
18	1.0	0	1	1
19	0.9156626506024096	0	1	1
20	0.6666666666666666	0	0	0
21	0.024390243902439025	0	1	1
22	0.14285714285714285	0	0	1
23	0.12916666666666668	0	1	1
24	1.0	0	1	1
25	0.9333333333333333	0	1	1
26	0.0	0	1	1
27	1.0	0	1	1
28	1.0	0	1	1
29	1.0	0	1	1
30	0.7	0	1	1
31	1.0	0	1	1
32	1.0	0	1	1
33	1.0	0	1	1
34	0.75	0	0	0
35	1.0	0	1	1
36	1.0	0	1	1
37	1.0	0	1	0
38	0.6086956521739131	0	1	1
39	0.8333333333333334	0	1	1
40	0.9166666666666666	0	1	1
41	1.0	0	1	1
42	1.0	0	1	1
43	0.676923076923077	0	1	1
44	0.8695652173913043	0	0	1
45	1.0	0	1	1
46	1.0	0	1	1
47	1.0	0	1	1
48	1.0	0	1	0
49	0.967741935483871	0	1	1
50	1.0	0	1	1
51	1.0	0	1	1
52	1.0	0	1	1
53	0.15732368896925858	0	0	0
54	1.0	0	1	1
55	1.0	0	1	1
56	0.8202247191011236	0	1	0
57	0.75	0	1	1
58	1.0	0	1	0
59	0.0	0	0	0
60	1.0	0	1	0
61	0.45454545454545453	0	0	1
62	1.0	0	1	1
63	1.0	0	1	1
64	0.8928571428571429	0	0	1
65	1.0	0	1	1
66	0.4	0	1	1
67	1.0	0	1	1
68	0.5106382978723404	0	0	0
69	1.0	0	1	1
70	1.0	0	1	1
71	1.0	0	1	1
72	1.0	0	1	1
73	1.0	0	1	1
74	1.0	0	1	1
75	1.0	0	1	1
76	0.8181818181818182	0	1	1
77	1.0	0	1	1
78	1.0	0	1	1
79	1.0	0	1	1
80	1.0	0	1	1
81	0.9230769230769231	0	1	1
82	1.0	0	1	0
83	1.0	0	1	1
84	0.30303030303030304	0	0	1
85	0.5054347826086957	0	0	1
86	1.0	0	1	1
87	0.547945205479452	0	1	0
88	0.3333333333333333	0	0	1
89	0.9259259259259259	0	1	1
90	0.0958904109589041	0	1	1
91	1.0	0	1	1
92	1.0	0	1	1
93	1.0	0	1	1
94	1.0	0	1	1
95	0.95	0	1	1
96	1.0	0	1	1
97	0.15555555555555556	0	0	1
98	1.0	0	1	1
99	1.0	0	1	1
100	1.0	0	1	1
101	1.0	0	1	1
102	1.0	0	1	1
103	1.0	0	1	1
104	1.0	0	1	1
105	0.14893617021276595	0	0	1
106	1.0	0	1	1
107	0.1702127659574468	0	1	1
108	0.0	1	1	1
109	0.2631578947368421	0	0	1
110	1.0	0	1	1
111	0.8666666666666667	0	1	1
112	1.0	0	1	1
113	0.0	0	0	1
114	0.7948717948717948	0	1	0
115	1.0	0	1	1
116	0.9615384615384616	0	1	0
117	0.7692307692307693	0	0	0
118	1.0	0	1	1
119	1.0	0	1	1
120	0.35714285714285715	0	0	1
121	0.8780487804878049	0	0	0
122	1.0	0	1	1
123	0.8571428571428571	0	0	1
124	0.0	0	0	1
125	0.9166666666666666	0	0	0
126	1.0	0	1	1
127	0.6666666666666666	0	0	1
128	0.8652849740932642	0	1	1
129	1.0	0	1	1
130	0.75	0	1	1
131	0.5681818181818182	0	0	0
132	0.2	0	1	1
133	0.9318181818181818	0	1	1
134	1.0	0	1	0
135	0.8	0	0	1
136	1.0	0	1	1
137	1.0	0	1	1
138	0.8	0	0	1
139	1.0	0	1	1
140	0.75	0	1	1
141	1.0	0	1	1
142	0.13157894736842105	0	0	1
143	1.0	0	1	1
144	0.19047619047619047	0	0	1
145	1.0	0	1	1
146	0.3333333333333333	0	0	1
147	1.0	0	1	0
148	1.0	0	1	1
149	1.0	0	1	0
