QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	0.7777777777777778	0	1	1
1	0.1	0	0	1
2	0.7	0	0	1
3	0.6	0	1	1
4	0.5686274509803921	0	1	1
5	1.0	0	1	1
6	0.4857142857142857	0	0	1
7	0.0	0	1	1
8	0.75	0	1	1
9	0.5	0	0	1
10	0.0	0	0	1
11	0.3684210526315789	0	1	1
12	0.4444444444444444	0	0	1
13	0.024390243902439025	0	1	1
14	0.6111111111111112	0	0	1
15	0.2	0	1	1
16	0.3333333333333333	0	0	1
17	0.5454545454545454	0	1	1
18	0.6666666666666666	0	1	0
19	0.4642857142857143	0	0	0
20	1.0	0	1	1
21	1.0	0	1	1
22	0.2857142857142857	0	0	1
23	0.4827586206896552	0	0	1
24	0.5714285714285714	0	1	1
25	0.7142857142857143	0	0	1
26	0.1111111111111111	0	0	1
27	0.0	1	1	1
28	0.5	0	0	0
29	0.6666666666666666	0	1	0
30	0.3333333333333333	0	1	1
31	0.2857142857142857	0	1	0
32	1.0	0	1	1
33	0.6190476190476191	0	1	0
34	0.6666666666666666	0	1	0
35	0.703125	0	0	1
36	0.7142857142857143	0	1	1
37	1.0	0	1	1
38	0.6428571428571429	0	0	0
39	1.0	0	1	0
40	0.5	0	0	0
41	0.6666666666666666	0	1	0
42	1.0	0	1	1
43	0.0	0	0	1
44	0.10638297872340426	0	0	1
45	0.0	1	1	1
46	0.4	0	1	1
47	0.25	0	0	1
48	0.2	0	0	1
49	1.0	0	1	1
50	0.5	0	1	1
51	1.0	0	1	0
52	0.5833333333333334	0	1	0
53	0.631578947368421	0	1	1
54	0.7692307692307693	0	1	1
55	1.0	0	1	1
56	0.75	0	0	0
57	1.0	0	1	1
58	0.0	0	0	0
59	0.0	0	1	1
60	0.0	0	0	0
61	0.75	0	1	1
62	0.5111111111111111	0	0	0
63	0.5	0	1	0
64	0.11666666666666667	0	0	0
65	0.6	0	0	1
66	1.0	0	1	0
67	0.6111111111111112	0	0	1
68	0.5625	0	0	0
69	0.7142857142857143	0	0	0
70	0.5714285714285714	0	1	0
71	0.0	0	0	1
72	0.8	0	1	1
73	0.75	0	1	0
74	0.7142857142857143	0	1	1
75	0.7058823529411765	0	0	1
76	0.2727272727272727	0	0	0
77	0.4166666666666667	0	1	0
78	1.0	0	1	1
79	0.15384615384615385	0	0	0
80	0.5555555555555556	0	1	1
81	0.3829787234042553	0	0	1
82	0.8947368421052632	0	0	1
83	0.75	0	1	0
84	0.0	0	0	1
85	0.0	0	0	1
86	0.5	0	1	1
87	0.46808510638297873	0	1	0
88	0.0	0	1	1
89	0.6875	0	1	0
90	0.3684210526315789	0	1	1
91	0.0	0	1	1
92	0.4444444444444444	0	1	1
93	0.0	0	1	1
94	1.0	0	1	1
95	0.7391304347826086	0	1	0
96	0.3333333333333333	0	0	1
97	0.0	0	0	1
98	0.5	0	1	0
99	0.3333333333333333	0	0	0
100	1.0	0	1	1
101	0.3333333333333333	0	1	1
102	0.5	0	1	1
103	0.6666666666666666	0	1	0
104	0.75	0	1	0
105	0.23529411764705882	0	0	0
106	1.0	0	1	0
107	0.32	0	1	0
108	0.0	0	0	1
109	0.19047619047619047	0	0	1
110	0.5	0	1	1
111	0.4	0	0	0
112	0.2	0	0	0
113	0.85	0	1	1
114	0.2	0	1	0
115	0.9375	0	1	0
116	0.6176470588235294	0	1	0
117	0.75	0	1	0
118	0.65	0	0	0
119	1.0	0	1	0
120	0.42105263157894735	0	0	0
121	0.25	0	1	0
122	1.0	0	1	1
123	0.0	0	0	1
124	0.0	0	0	1
125	0.9	0	0	1
126	0.5	0	0	0
127	0.75	0	1	1
128	0.6	0	1	1
129	1.0	0	1	0
130	0.4166666666666667	0	0	1
131	0.6163265306122448	0	0	0
132	0.5	0	0	1
133	0.22727272727272727	0	1	1
134	0.1111111111111111	0	1	0
135	0.3333333333333333	0	0	1
136	0.375	0	0	1
137	0.0	0	0	1
138	0.375	0	0	1
139	0.96	0	1	1
140	1.0	0	1	1
141	0.5454545454545454	0	0	1
142	0.16666666666666666	0	1	1
143	0.3333333333333333	0	1	1
144	0.14285714285714285	0	0	1
145	0.34545454545454546	0	0	0
146	1.0	0	1	0
147	0.7142857142857143	0	1	1
148	0.36363636363636365	0	1	0
149	0.2857142857142857	0	1	1
