QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	1
1	0.7142857142857143	0	1	1
2	0.0	0	0	1
3	1.0	0	1	0
4	0.8793103448275862	0	1	1
5	0.875	0	1	1
6	0.43333333333333335	0	0	0
7	0.375	0	1	0
8	1.0	0	1	0
9	0.875	0	1	0
10	1.0	0	1	0
11	0.7777777777777778	0	1	1
12	0.7222222222222222	0	1	1
13	0.9891304347826086	0	1	0
14	0.8	0	0	0
15	0.2608695652173913	0	0	1
16	0.6	0	1	1
17	0.6923076923076923	0	1	1
18	0.8333333333333334	0	1	1
19	0.65625	0	0	1
20	1.0	0	1	1
21	0.3333333333333333	0	1	1
22	0.6	0	1	1
23	0.6438356164383562	0	0	1
24	1.0	0	1	0
25	0.9285714285714286	0	1	1
26	1.0	0	1	0
27	0.6666666666666666	0	1	1
28	0.6666666666666666	0	1	1
29	0.3333333333333333	0	1	0
30	1.0	0	1	1
31	1.0	0	1	0
32	1.0	0	1	1
33	0.9183673469387755	0	0	1
34	0.0	0	0	0
35	0.8253968253968254	0	0	1
36	0.75	0	1	1
37	1.0	0	1	0
38	0.19047619047619047	0	1	1
39	0.6363636363636364	0	1	1
40	0.5714285714285714	0	0	0
41	1.0	0	1	1
42	1.0	0	1	1
43	0.6949152542372882	0	1	1
44	0.9130434782608695	0	1	1
45	1.0	0	1	0
46	0.8	0	1	0
47	0.2	0	0	1
48	0.75	0	1	1
49	1.0	0	1	0
50	1.0	0	1	1
51	1.0	0	1	1
52	0.75	0	1	0
53	0.5087719298245614	0	0	0
54	1.0	0	1	1
55	1.0	0	1	1
56	0.47058823529411764	0	1	0
57	0.8	0	1	1
58	0.8	0	1	0
59	0.7764705882352941	0	0	1
60	1.0	0	1	0
61	1.0	0	1	1
62	0.6585365853658537	0	1	1
63	0.34285714285714286	0	1	0
64	0.2413793103448276	0	0	0
65	0.875	0	1	1
66	0.8	0	1	0
67	0.8	0	1	1
68	0.13559322033898305	0	1	0
69	0.0	0	0	1
70	0.42857142857142855	0	1	0
71	0.0	0	0	1
72	1.0	0	1	1
73	0.7777777777777778	0	1	0
74	1.0	0	1	1
75	0.8666666666666667	0	1	1
76	0.6666666666666666	0	0	1
77	0.631578947368421	0	0	1
78	1.0	0	1	1
79	0.8571428571428571	0	1	1
80	0.5238095238095238	0	0	1
81	0.8620689655172413	0	0	0
82	0.8947368421052632	0	1	1
83	0.7647058823529411	0	0	0
84	0.05555555555555555	0	0	1
85	0.8181818181818182	0	0	0
86	0.6666666666666666	0	1	1
87	0.4716981132075472	0	1	0
88	1.0	0	1	1
89	0.5925925925925926	0	0	0
90	0.21739130434782608	0	1	1
91	1.0	0	1	1
92	0.5142857142857142	0	0	1
93	1.0	0	1	1
94	0.7777777777777778	0	0	1
95	0.7142857142857143	0	1	1
96	0.0	0	0	1
97	0.42857142857142855	0	1	1
98	1.0	0	1	1
99	1.0	0	1	0
100	0.8	0	1	1
101	0.3333333333333333	0	0	1
102	1.0	0	1	1
103	1.0	0	1	0
104	0.25	0	1	0
105	0.07482993197278912	0	0	0
106	1.0	0	1	1
107	0.42028985507246375	0	0	0
108	1.0	0	1	1
109	0.3333333333333333	0	0	1
110	1.0	0	1	0
111	0.8666666666666667	0	1	1
112	0.0	0	0	0
113	0.9	0	1	1
114	0.6666666666666666	0	1	0
115	0.8823529411764706	0	0	1
116	0.5892857142857143	0	0	0
117	0.2727272727272727	0	1	1
118	0.43478260869565216	0	0	0
119	0.8	0	1	1
120	0.95	0	1	1
121	0.5	0	1	1
122	0.8571428571428571	0	1	1
123	1.0	0	1	0
124	0.3333333333333333	0	0	1
125	0.14285714285714285	0	1	0
126	0.75	0	0	0
127	0.8333333333333334	0	1	1
128	0.9285714285714286	0	1	1
129	1.0	0	1	1
130	0.75	0	1	1
131	0.6585365853658537	0	0	0
132	0.5	0	0	1
133	0.7777777777777778	0	0	0
134	0.42857142857142855	0	1	0
135	1.0	0	1	0
136	0.8235294117647058	0	0	0
137	1.0	0	1	1
138	0.5263157894736842	0	0	0
139	1.0	0	1	1
140	1.0	0	1	1
141	1.0	0	1	0
142	0.3076923076923077	0	0	0
143	0.4444444444444444	0	1	1
144	0.11538461538461539	0	0	1
145	0.6170212765957447	0	1	0
146	0.75	0	1	0
147	1.0	0	1	1
148	0.8571428571428571	0	1	1
149	0.5	0	1	0
