QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	0
1	0.4166666666666667	0	0	1
2	0.3333333333333333	0	1	1
3	1.0	0	1	0
4	0.2175226586102719	0	0	0
5	0.8571428571428571	0	1	1
6	0.4074074074074074	0	0	1
7	0.3333333333333333	0	1	0
8	1.0	0	1	0
9	0.7	0	1	1
10	1.0	0	1	0
11	0.0	0	0	1
12	0.875	0	1	0
13	0.7446808510638298	0	0	0
14	0.5	0	0	1
15	0.5263157894736842	0	1	1
16	0.7692307692307693	0	1	0
17	0.5714285714285714	0	1	1
18	0.8333333333333334	0	1	1
19	0.6333333333333333	0	0	0
20	0.6666666666666666	0	0	1
21	0.6	0	1	0
22	0.6666666666666666	0	1	1
23	0.5490196078431373	0	0	1
24	1.0	0	1	0
25	0.5714285714285714	0	1	1
26	0.875	0	0	0
27	1.0	0	1	0
28	1.0	0	1	0
29	0.6666666666666666	0	0	0
30	1.0	0	1	1
31	0.6666666666666666	0	0	0
32	1.0	0	1	1
33	0.8936170212765957	0	0	0
34	1.0	0	1	1
35	0.8709677419354839	0	0	0
36	0.75	0	1	1
37	1.0	0	1	0
38	0.12	0	0	1
39	0.5	0	1	0
40	0.42105263157894735	0	0	0
41	1.0	0	1	0
42	1.0	0	1	1
43	0.3162393162393162	0	0	1
44	0.8409090909090909	0	0	0
45	0.5	0	0	1
46	0.8	0	1	1
47	0.25	0	0	1
48	0.625	0	1	1
49	0.9032258064516129	0	0	1
50	0.8	0	1	1
51	1.0	0	1	0
52	0.6666666666666666	0	1	0
53	0.4520547945205479	0	1	0
54	1.0	0	1	1
55	1.0	0	1	1
56	0.6923076923076923	0	0	0
57	0.2	0	0	1
58	0.8	0	1	0
59	0.3404255319148936	0	0	1
60	0.375	0	0	1
61	0.75	0	1	1
62	0.6111111111111112	0	0	1
63	0.75	0	1	0
64	0.35	0	0	0
65	0.6	0	0	1
66	0.42857142857142855	0	0	0
67	0.8947368421052632	0	0	1
68	0.3125	0	0	0
69	0.7142857142857143	0	1	1
70	0.5714285714285714	0	1	0
71	0.0	0	0	1
72	0.8	0	1	1
73	0.8571428571428571	0	1	0
74	0.5	0	1	1
75	0.6666666666666666	0	0	1
76	0.9090909090909091	0	1	0
77	0.9090909090909091	0	1	0
78	1.0	0	1	1
79	0.5714285714285714	0	0	0
80	0.5384615384615384	0	0	0
81	0.8518518518518519	0	1	0
82	0.7222222222222222	0	1	1
83	0.45	0	1	1
84	0.03571428571428571	0	0	1
85	0.3793103448275862	0	0	0
86	0.6666666666666666	0	1	1
87	0.86	0	1	0
88	1.0	0	1	1
89	0.7777777777777778	0	1	0
90	0.19444444444444445	0	0	1
91	1.0	0	1	0
92	0.55	0	1	1
93	0.0	0	0	1
94	0.875	0	1	1
95	0.5909090909090909	0	1	1
96	0.0	0	0	1
97	0.14285714285714285	0	0	1
98	0.5	0	1	1
99	1.0	0	1	0
100	0.6	0	1	1
101	0.5	0	0	1
102	0.7619047619047619	0	0	0
103	0.6666666666666666	0	1	0
104	0.23076923076923078	0	1	0
105	0.3225806451612903	0	0	1
106	1.0	0	1	0
107	0.5135135135135135	0	0	0
108	0.5555555555555556	0	1	1
109	0.1282051282051282	0	0	1
110	0.5	0	1	0
111	0.8125	0	0	0
112	0.0	0	0	0
113	0.4	0	0	1
114	0.55	0	0	0
115	1.0	0	1	1
116	0.6923076923076923	0	1	0
117	0.625	0	1	0
118	0.8333333333333334	0	0	0
119	1.0	0	1	0
120	0.8	0	1	1
121	0.3333333333333333	0	0	0
122	0.8666666666666667	0	1	1
123	0.16666666666666666	0	0	0
124	0.5	0	0	1
125	0.9166666666666666	0	0	1
126	0.9166666666666666	0	1	0
127	0.8	0	1	0
128	0.09230769230769231	0	1	1
129	1.0	0	1	1
130	0.7333333333333333	0	1	0
131	0.5070422535211268	0	0	0
132	0.0	0	0	1
133	0.4523809523809524	0	0	1
134	0.6666666666666666	0	0	0
135	0.8	0	0	0
136	0.15384615384615385	0	1	0
137	1.0	0	1	1
138	0.0	0	0	1
139	1.0	0	1	1
140	0.3333333333333333	0	0	0
141	1.0	0	1	0
142	0.625	0	0	1
143	0.6	0	0	1
144	0.13333333333333333	0	0	1
145	0.46511627906976744	0	0	0
146	0.6	0	1	0
147	0.8571428571428571	0	1	0
148	0.8571428571428571	0	1	1
149	0.2222222222222222	0	0	1
