QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	0
1	1.0	0	1	0
2	1.0	0	1	0
3	1.0	0	1	0
4	0.10034602076124567	0	0	0
5	1.0	0	1	0
6	0.3611111111111111	0	0	0
7	1.0	0	1	0
8	1.0	0	1	0
9	0.75	0	0	0
10	1.0	0	1	0
11	1.0	0	1	0
12	1.0	0	1	0
13	0.9545454545454546	0	0	0
14	0.8695652173913043	0	0	0
15	0.5294117647058824	0	0	0
16	0.9230769230769231	0	0	0
17	0.9166666666666666	0	0	0
18	1.0	0	1	0
19	0.9508196721311475	0	0	0
20	1.0	0	1	0
21	0.5	0	0	0
22	0.5555555555555556	0	0	0
23	0.4897959183673469	0	0	0
24	1.0	0	1	0
25	0.42424242424242425	0	0	0
26	0.9375	0	0	0
27	1.0	0	1	0
28	1.0	0	1	0
29	1.0	0	1	0
30	1.0	0	1	0
31	0.0	0	0	0
32	1.0	0	1	0
33	0.8297872340425532	0	0	0
34	1.0	0	1	0
35	0.9655172413793104	0	0	0
36	1.0	0	1	0
37	1.0	0	1	0
38	0.9230769230769231	0	0	0
39	0.75	0	0	0
40	1.0	0	1	0
41	1.0	0	1	0
42	1.0	0	1	0
43	0.35135135135135137	0	0	0
44	1.0	0	1	0
45	1.0	0	1	0
46	1.0	0	1	0
47	0.6	0	0	0
48	1.0	0	1	0
49	0.90625	0	0	0
50	1.0	0	1	0
51	1.0	0	1	0
52	1.0	0	1	0
53	0.15602836879432624	0	0	0
54	1.0	0	1	0
55	1.0	0	1	0
56	0.0	0	0	0
57	1.0	0	1	0
58	0.8	0	0	0
59	0.918918918918919	0	0	0
60	0.0	0	0	0
61	1.0	0	1	0
62	0.9047619047619048	0	0	0
63	0.9230769230769231	0	0	0
64	0.8666666666666667	0	0	0
65	1.0	0	1	0
66	0.4	0	0	0
67	1.0	0	1	0
68	0.48	0	0	0
69	0.7142857142857143	0	0	0
70	1.0	0	1	0
71	0.0	0	0	0
72	1.0	0	1	0
73	1.0	0	1	0
74	0.16666666666666666	0	0	0
75	1.0	0	1	0
76	1.0	0	1	0
77	0.7692307692307693	0	0	0
78	1.0	0	1	0
79	0.5454545454545454	0	0	0
80	0.6	0	0	0
81	1.0	0	1	0
82	1.0	0	1	0
83	0.8181818181818182	0	0	0
84	0.5789473684210527	0	0	0
85	0.3333333333333333	0	0	0
86	1.0	0	1	0
87	0.6538461538461539	0	0	0
88	0.0	0	0	0
89	1.0	0	1	0
90	0.28	0	0	0
91	1.0	0	1	0
92	0.36363636363636365	0	0	0
93	1.0	0	1	0
94	0.32142857142857145	0	0	0
95	0.9047619047619048	0	0	0
96	1.0	0	1	0
97	0.0	0	0	0
98	1.0	0	1	0
99	1.0	0	1	0
100	1.0	0	1	0
101	1.0	0	1	0
102	0.7894736842105263	0	0	0
103	0.6666666666666666	0	0	0
104	0.5555555555555556	0	0	0
105	0.2962962962962963	0	0	0
106	0.3	0	0	0
107	0.5227272727272727	0	0	0
108	0.5555555555555556	0	0	0
109	0.2777777777777778	0	0	0
110	0.5	0	0	0
111	1.0	0	1	0
112	1.0	0	1	0
113	0.0	0	0	0
114	0.5294117647058824	0	0	0
115	1.0	0	1	0
116	0.9272727272727272	0	0	0
117	0.6666666666666666	0	0	0
118	1.0	0	1	0
119	1.0	0	1	0
120	0.9047619047619048	0	0	0
121	0.4	0	0	0
122	1.0	0	1	0
123	0.0	0	0	0
124	1.0	0	1	0
125	1.0	0	1	0
126	0.8333333333333334	0	0	0
127	1.0	0	1	0
128	0.9897959183673469	0	0	0
129	1.0	0	1	0
130	0.6666666666666666	0	0	0
131	0.4659090909090909	0	0	0
132	0.0	0	0	0
133	0.6590909090909091	0	0	0
134	0.4	0	0	0
135	1.0	0	1	0
136	1.0	0	1	0
137	1.0	0	1	0
138	0.8461538461538461	0	0	0
139	1.0	0	1	0
140	1.0	0	1	0
141	1.0	0	1	0
142	0.8333333333333334	0	0	0
143	0.3	0	0	0
144	0.14285714285714285	0	0	0
145	1.0	0	1	0
146	1.0	0	1	0
147	1.0	0	1	0
148	1.0	0	1	0
149	1.0	0	1	0
