QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	0.6666666666666666	0	1	0
1	0.18032786885245902	0	0	0
2	0.3125	0	0	1
3	1.0	0	1	0
4	0.08143322475570032	0	1	0
5	0.5384615384615384	0	1	1
6	0.5	0	0	0
7	0.0	0	0	1
8	0.8461538461538461	0	1	1
9	0.1875	0	1	1
10	0.7	0	0	1
11	0.1875	0	0	1
12	0.47368421052631576	0	0	1
13	0.67	0	0	1
14	0.8260869565217391	0	1	0
15	0.25	0	0	0
16	0.9285714285714286	0	0	0
17	0.9230769230769231	0	1	1
18	1.0	0	1	0
19	0.24475524475524477	0	0	0
20	1.0	0	1	1
21	1.0	0	1	0
22	0.42857142857142855	0	1	1
23	0.25	0	0	0
24	0.9090909090909091	0	0	0
25	0.8125	0	0	0
26	0.7368421052631579	0	1	1
27	0.0	0	0	0
28	0.0	0	1	1
29	0.5	0	0	1
30	0.058823529411764705	0	0	0
31	0.8333333333333334	0	1	1
32	0.42857142857142855	0	0	0
33	0.2361111111111111	0	0	1
34	1.0	0	1	1
35	0.6666666666666666	0	0	0
36	1.0	0	1	1
37	1.0	0	1	0
38	0.8333333333333334	0	1	0
39	0.16666666666666666	0	1	1
40	0.6666666666666666	0	0	0
41	0.6666666666666666	0	1	0
42	1.0	0	1	1
43	0.42105263157894735	0	0	1
44	0.8604651162790697	0	1	1
45	1.0	0	1	1
46	0.8	0	1	1
47	0.0	1	1	1
48	0.5	0	1	1
49	1.0	0	1	0
50	0.42857142857142855	0	0	1
51	1.0	0	1	1
52	0.6363636363636364	0	1	0
53	0.0	0	0	0
54	1.0	0	1	1
55	1.0	0	1	1
56	0.1694915254237288	0	0	0
57	0.6	0	0	1
58	0.625	0	1	1
59	0.8611111111111112	0	1	1
60	0.6	0	0	1
61	0.0	0	0	0
62	0.5217391304347826	0	0	1
63	0.8888888888888888	0	1	0
64	0.0	0	0	1
65	0.875	0	1	0
66	0.020202020202020204	0	0	0
67	0.0	0	0	1
68	0.0	0	0	1
69	1.0	0	1	1
70	0.6666666666666666	0	0	0
71	0.07142857142857142	0	0	1
72	1.0	0	1	1
73	0.7777777777777778	0	0	0
74	1.0	0	1	0
75	0.2	0	0	0
76	0.6666666666666666	0	1	0
77	0.5833333333333334	0	1	1
78	1.0	0	1	1
79	1.0	0	1	1
80	0.7692307692307693	0	1	1
81	0.46153846153846156	0	0	0
82	0.4482758620689655	0	0	1
83	0.4782608695652174	0	0	1
84	0.01639344262295082	0	0	1
85	0.527363184079602	0	0	0
86	0.6666666666666666	0	1	0
87	0.40350877192982454	0	0	1
88	0.0	1	1	1
89	0.34615384615384615	0	1	0
90	0.13503649635036497	0	1	1
91	1.0	0	1	0
92	0.7878787878787878	0	0	0
93	0.0	0	1	1
94	0.7777777777777778	0	0	1
95	0.7037037037037037	0	0	0
96	0.0	0	0	1
97	0.031746031746031744	0	0	1
98	0.3333333333333333	0	0	1
99	1.0	0	1	0
100	0.47058823529411764	0	1	0
101	1.0	0	1	1
102	0.7	0	1	0
103	1.0	0	1	0
104	0.10810810810810811	0	0	1
105	0.0	0	0	1
106	0.09090909090909091	0	1	0
107	0.05236270753512133	0	0	0
108	0.0	0	0	1
109	0.28	0	0	1
110	0.0	0	0	0
111	0.9333333333333333	0	1	0
112	0.95	0	1	0
113	0.04245283018867924	0	1	1
114	0.5581395348837209	0	1	0
115	0.875	0	1	1
116	1.0	0	1	0
117	0.5263157894736842	0	0	1
118	0.45	0	0	0
119	1.0	0	1	0
120	0.3333333333333333	0	0	0
121	0.027777777777777776	0	1	1
122	1.0	0	1	1
123	0.875	0	1	1
124	0.5	0	1	1
125	0.9166666666666666	0	0	1
126	1.0	0	1	0
127	0.4166666666666667	0	0	1
128	0.06666666666666667	0	1	0
129	1.0	0	1	0
130	0.5666666666666667	0	0	1
131	0.8974358974358975	0	0	1
132	0.0	0	0	0
133	0.8	0	0	0
134	0.8947368421052632	0	1	0
135	0.5	0	0	0
136	0.3333333333333333	0	0	0
137	1.0	0	1	1
138	0.0	0	0	0
139	1.0	0	1	1
140	1.0	0	1	1
141	0.0	0	0	1
142	0.0	0	1	1
143	0.391304347826087	0	1	1
144	0.2857142857142857	0	0	1
145	0.25	0	0	0
146	0.5	0	0	1
147	0.7	0	0	1
148	0.2727272727272727	0	0	1
149	0.1702127659574468	0	1	1
