QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	1.0	0	1	0
1	0.6363636363636364	0	0	1
2	0.29411764705882354	0	1	1
3	1.0	0	1	0
4	0.963855421686747	0	1	0
5	0.8571428571428571	0	1	1
6	0.25	0	0	1
7	0.4	0	1	1
8	1.0	0	1	0
9	0.5384615384615384	0	0	1
10	0.4782608695652174	0	1	0
11	0.631578947368421	0	1	1
12	0.8125	0	1	1
13	0.8202247191011236	0	0	0
14	0.6521739130434783	0	0	0
15	0.45	0	0	1
16	0.7692307692307693	0	1	1
17	0.9166666666666666	0	1	1
18	0.8333333333333334	0	1	1
19	0.691358024691358	0	0	0
20	0.6666666666666666	0	0	1
21	0.6	0	1	0
22	0.5	0	0	1
23	0.3870967741935484	0	0	0
24	0.9	0	1	0
25	0.5263157894736842	0	1	1
26	0.875	0	0	0
27	0.6666666666666666	0	1	0
28	0.8	0	1	0
29	1.0	0	1	0
30	1.0	0	1	1
31	0.5	0	1	0
32	1.0	0	1	1
33	0.6739130434782609	0	1	1
34	0.25	0	1	1
35	0.9180327868852459	0	0	0
36	0.75	0	1	1
37	1.0	0	1	0
38	0.18181818181818182	0	1	1
39	0.75	0	1	0
40	0.9375	0	1	0
41	1.0	0	1	0
42	1.0	0	1	1
43	0.02631578947368421	0	0	1
44	0.7346938775510204	0	0	1
45	0.0	0	1	1
46	0.6	0	1	0
47	0.16666666666666666	0	0	1
48	0.625	0	1	1
49	0.9032258064516129	0	0	1
50	0.8	0	1	1
51	1.0	0	1	0
52	0.875	0	1	0
53	0.17616580310880828	0	1	1
54	1.0	0	1	1
55	1.0	0	1	1
56	0.6666666666666666	0	1	0
57	0.4	0	0	1
58	0.8	0	1	0
59	0.6511627906976745	0	0	1
60	0.0	0	0	0
61	0.625	0	1	1
62	0.5641025641025641	0	0	1
63	0.7857142857142857	0	1	0
64	0.30434782608695654	0	1	1
65	0.0	0	0	1
66	0.3333333333333333	0	0	0
67	0.8421052631578947	0	1	1
68	0.41379310344827586	0	0	0
69	0.09090909090909091	0	0	1
70	0.5714285714285714	0	1	0
71	0.0	0	0	1
72	0.8	0	1	1
73	0.8571428571428571	0	1	0
74	0.5714285714285714	0	1	1
75	0.9333333333333333	0	1	1
76	0.75	0	1	0
77	0.8333333333333334	0	1	1
78	1.0	0	1	1
79	0.5	0	0	0
80	0.7272727272727273	0	0	0
81	0.6896551724137931	0	0	0
82	0.7222222222222222	0	1	1
83	0.625	0	1	0
84	0.06451612903225806	0	0	1
85	0.1702127659574468	0	0	0
86	0.6666666666666666	0	1	1
87	0.6829268292682927	0	1	0
88	1.0	0	1	0
89	0.8823529411764706	0	1	0
90	0.21875	0	0	1
91	1.0	0	1	0
92	0.3448275862068966	0	0	1
93	0.25	0	1	1
94	0.25925925925925924	0	0	1
95	0.5714285714285714	0	1	1
96	0.6666666666666666	0	0	1
97	0.0	0	0	1
98	1.0	0	1	1
99	1.0	0	1	0
100	0.6666666666666666	0	1	1
101	0.6666666666666666	0	0	1
102	0.7894736842105263	0	1	0
103	0.6666666666666666	0	1	0
104	0.5555555555555556	0	1	0
105	0.4	0	0	0
106	1.0	0	1	0
107	0.5777777777777777	0	0	0
108	0.5555555555555556	0	1	1
109	0.28	0	0	1
110	0.5	0	1	0
111	0.8125	0	0	0
112	0.95	0	1	0
113	0.42857142857142855	0	0	1
114	0.7647058823529411	0	1	0
115	1.0	0	1	1
116	0.9259259259259259	0	1	0
117	0.8333333333333334	0	1	0
118	0.8235294117647058	0	1	0
119	0.8	0	1	0
120	0.27586206896551724	0	0	0
121	1.0	0	1	0
122	0.75	0	0	1
123	0.0	0	0	1
124	0.2	0	0	1
125	0.9166666666666666	0	0	1
126	0.7692307692307693	0	0	0
127	0.8	0	1	0
128	0.08717948717948718	0	1	1
129	1.0	0	1	1
130	0.7333333333333333	0	1	0
131	0.3225806451612903	0	0	0
132	0.0	0	0	1
133	0.4634146341463415	0	0	1
134	0.6666666666666666	0	0	0
135	0.8	0	0	0
136	0.3076923076923077	0	1	0
137	1.0	0	1	1
138	0.7333333333333333	0	0	0
139	1.0	0	1	1
140	0.3333333333333333	0	0	1
141	1.0	0	1	0
142	0.2222222222222222	0	0	0
143	0.5	0	0	1
144	0.13333333333333333	0	0	1
145	0.8	0	0	0
146	1.0	0	1	0
147	1.0	0	1	1
148	0.5	0	1	1
149	0.3333333333333333	0	0	1
