i,j,val
1,1,1.0
1,2,1.0
1,3,1.0
1,4,1.0
1,5,1.0
1,6,1.0
1,7,1.0
1,8,1.0
1,9,1.0
1,10,1.0
1,11,1.0
1,12,1.0
1,13,1.0
1,14,1.0
1,15,1.0
1,16,1.0
1,17,1.0
1,18,1.0
2,1,0.0
2,2,1.0
2,3,1.0
2,4,1.0
2,5,0.9996
2,6,0.0
2,7,1.0
2,8,1.0
2,9,1.0
2,10,1.0
2,11,1.0
2,12,1.0
2,13,1.0
2,14,0.8128
2,15,0.9999
2,16,1.0
2,17,1.0
2,18,1.0
3,1,0.0
3,2,0.0
3,3,1.0
3,4,0.0101
3,5,0.0
3,6,0.0
3,7,0.0535
3,8,0.9796
3,9,0.4652
3,10,0.9062
3,11,0.0001
3,12,0.558
3,13,1.0
3,14,0.0
3,15,0.0
3,16,1.0
3,17,0.5581
3,18,1.0
4,1,0.0
4,2,0.0
4,3,0.9914
4,4,1.0
4,5,0.0021
4,6,0.0
4,7,0.7753
4,8,1.0
4,9,0.9883
4,10,0.9999
4,11,0.099
4,12,0.994
4,13,1.0
4,14,0.0
4,15,0.0097
4,16,1.0
4,17,0.9935
4,18,1.0
5,1,0.0
5,2,0.0005
5,3,1.0
5,4,0.9983
5,5,1.0
5,6,0.0
5,7,0.9999
5,8,1.0
5,9,1.0
5,10,1.0
5,11,0.9468
5,12,1.0
5,13,1.0
5,14,0.0082
5,15,0.6951
5,16,1.0
5,17,1.0
5,18,1.0
6,1,0.0
6,2,1.0
6,3,1.0
6,4,1.0
6,5,1.0
6,6,1.0
6,7,1.0
6,8,1.0
6,9,1.0
6,10,1.0
6,11,1.0
6,12,1.0
6,13,1.0
6,14,1.0
6,15,1.0
6,16,1.0
6,17,1.0
6,18,1.0
7,1,0.0
7,2,0.0
7,3,0.9526
7,4,0.2432
7,5,0.0001
7,6,0.0
7,7,1.0
7,8,0.9999
7,9,0.9482
7,10,0.999
7,11,0.022
7,12,0.9681
7,13,1.0
7,14,0.0
7,15,0.001
7,16,1.0
7,17,0.9654
7,18,1.0
8,1,0.0
8,2,0.0
8,3,0.0235
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0001
8,8,1.0
8,9,0.017
8,10,0.2483
8,11,0.0
8,12,0.0331
8,13,1.0
8,14,0.0
8,15,0.0
8,16,1.0
8,17,0.0334
8,18,1.0
9,1,0.0
9,2,0.0
9,3,0.5578
9,4,0.0137
9,5,0.0
9,6,0.0
9,7,0.0586
9,8,0.9854
9,9,1.0
9,10,0.932
9,11,0.0002
9,12,0.6078
9,13,1.0
9,14,0.0
9,15,0.0
9,16,1.0
9,17,0.6055
9,18,1.0
10,1,0.0
10,2,0.0
10,3,0.104
10,4,0.0001
10,5,0.0
10,6,0.0
10,7,0.0012
10,8,0.7701
10,9,0.0763
10,10,1.0
10,11,0.0
10,12,0.1155
10,13,1.0
10,14,0.0
10,15,0.0
10,16,1.0
10,17,0.1157
10,18,1.0
11,1,0.0
11,2,0.0
11,3,0.9999
11,4,0.911
11,5,0.0602
11,6,0.0
11,7,0.9809
11,8,1.0
11,9,0.9999
11,10,1.0
11,11,1.0
11,12,1.0
11,13,1.0
11,14,0.0
11,15,0.1463
11,16,1.0
11,17,0.9999
11,18,1.0
12,1,0.0
12,2,0.0
12,3,0.4651
12,4,0.0071
12,5,0.0
12,6,0.0
12,7,0.0365
12,8,0.971
12,9,0.4157
12,10,0.8961
12,11,0.0001
12,12,1.0
12,13,1.0
12,14,0.0
12,15,0.0
12,16,1.0
12,17,0.5119
12,18,1.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,0.0
13,7,0.0
13,8,0.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,1.0
13,14,0.0
13,15,0.0
13,16,0.32
13,17,0.0
13,18,0.3676
14,1,0.0
14,2,0.2041
14,3,1.0
14,4,1.0
14,5,0.993
14,6,0.0
14,7,1.0
14,8,1.0
14,9,1.0
14,10,1.0
14,11,1.0
14,12,1.0
14,13,1.0
14,14,1.0
14,15,0.9985
14,16,1.0
14,17,1.0
14,18,1.0
15,1,0.0
15,2,0.0001
15,3,1.0
15,4,0.9918
15,5,0.3263
15,6,0.0
15,7,0.9991
15,8,1.0
15,9,1.0
15,10,1.0
15,11,0.8671
15,12,1.0
15,13,1.0
15,14,0.0019
15,15,1.0
15,16,1.0
15,17,1.0
15,18,1.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.0
16,10,0.0
16,11,0.0
16,12,0.0
16,13,0.702
16,14,0.0
16,15,0.0
16,16,1.0
16,17,0.0
16,18,0.5613
17,1,0.0
17,2,0.0
17,3,0.4651
17,4,0.0076
17,5,0.0
17,6,0.0
17,7,0.0395
17,8,0.9707
17,9,0.4175
17,10,0.8958
17,11,0.0001
17,12,0.5119
17,13,1.0
17,14,0.0
17,15,0.0
17,16,1.0
17,17,1.0
17,18,1.0
18,1,0.0
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.0
18,9,0.0
18,10,0.0
18,11,0.0
18,12,0.0
18,13,0.6553
18,14,0.0
18,15,0.0
18,16,0.4631
18,17,0.0
18,18,1.0
