QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual	B_Intersected_C_EmptyCount
0	0.0	0	0	0
1	0.42857142857142855	0	0	0
2	0.22727272727272727	0	0	0
3	0.5517241379310345	0	0	0
4	1.0	0	1	0
5	1.0	0	1	0
6	0.8333333333333334	0	0	0
7	1.0	0	1	0
8	0.9	0	0	0
9	0.0	0	0	0
10	1.0	0	1	0
11	1.0	0	1	0
12	1.0	0	1	0
13	0.0	0	0	0
14	0.1	0	0	0
15	0.0	0	0	0
16	1.0	0	1	0
17	1.0	0	1	0
18	1.0	0	1	0
19	0.3333333333333333	0	0	0
20	1.0	0	1	0
21	1.0	0	1	0
22	0.8	0	0	0
23	0.5	0	0	0
24	0.16666666666666666	0	0	0
25	0.4	0	0	0
26	1.0	0	1	0
27	0.5833333333333334	0	0	0
28	0.7142857142857143	0	0	0
29	0.24390243902439024	0	0	0
30	0.0	1	1	0
31	0.5	0	0	0
32	0.5714285714285714	0	0	0
33	0.3877551020408163	0	0	0
34	0.0	0	0	0
35	1.0	0	1	0
36	0.75	0	0	0
37	0.8888888888888888	0	0	0
38	1.0	0	1	0
39	0.16666666666666666	0	0	0
40	0.047619047619047616	0	0	0
41	0.0	0	0	0
42	0.42857142857142855	0	0	0
43	0.5454545454545454	0	0	0
44	0.6694915254237288	0	0	0
45	0.4166666666666667	0	0	0
46	0.8	0	0	0
47	0.5	0	0	0
48	1.0	0	1	0
49	0.0	1	1	0
50	0.0	0	0	0
51	1.0	0	1	0
52	1.0	0	1	0
53	0.5	0	0	0
54	0.7142857142857143	0	0	0
55	1.0	0	1	0
56	1.0	0	1	0
57	1.0	0	1	0
58	1.0	0	1	0
59	0.8333333333333334	0	0	0
60	1.0	0	1	0
61	1.0	0	1	0
62	1.0	0	1	0
63	0.25	0	0	0
64	0.8	0	0	0
65	0.6666666666666666	0	0	0
66	0.75	0	0	0
67	0.6666666666666666	0	0	0
68	1.0	0	1	0
69	0.5384615384615384	0	0	0
70	1.0	0	1	0
71	0.375	0	0	0
72	0.16666666666666666	0	0	0
73	1.0	0	1	0
74	0.6666666666666666	0	0	0
75	0.8	0	0	0
76	1.0	0	1	0
77	0.75	0	0	0
78	1.0	0	1	0
79	1.0	0	1	0
80	0.3333333333333333	0	0	0
81	0.16666666666666666	0	0	0
82	0.9285714285714286	0	0	0
83	0.17647058823529413	0	0	0
84	0.6666666666666666	0	0	0
85	0.5714285714285714	0	0	0
86	1.0	0	1	0
87	1.0	0	1	0
88	1.0	0	1	0
89	1.0	0	1	0
90	1.0	0	1	0
91	0.6666666666666666	0	0	0
92	1.0	0	1	0
93	0.1875	0	0	0
94	0.2	0	0	0
95	0.0	0	0	0
96	1.0	0	1	0
97	0.0	0	0	0
98	0.9090909090909091	0	0	0
99	0.8571428571428571	0	0	0
100	0.6666666666666666	0	0	0
101	0.5	0	0	0
102	0.5384615384615384	0	0	0
103	0.8333333333333334	0	0	0
104	0.65625	0	0	0
105	1.0	0	1	0
106	0.42857142857142855	0	0	0
107	0.0	0	0	0
108	0.9285714285714286	0	0	0
109	0.625	0	0	0
110	0.4	0	0	0
111	0.5384615384615384	0	0	0
112	1.0	0	1	0
113	0.875	0	0	0
114	0.0	1	1	0
115	1.0	0	1	0
116	0.8823529411764706	0	0	0
117	0.75	0	0	0
118	0.5	0	0	0
119	0.6666666666666666	0	0	0
120	0.75	0	0	0
121	1.0	0	1	0
122	0.25	0	0	0
123	0.0	0	0	0
124	1.0	0	1	0
125	0.6666666666666666	0	0	0
126	0.0	0	0	0
127	0.2	0	0	0
128	0.5	0	0	0
129	0.6666666666666666	0	0	0
130	0.3333333333333333	0	0	0
131	0.5	0	0	0
132	0.42857142857142855	0	0	0
133	0.0	0	0	0
134	1.0	0	1	0
135	0.0	0	0	0
136	0.5	0	0	0
137	0.0	0	0	0
138	1.0	0	1	0
139	0.5	0	0	0
140	0.0	1	1	0
141	0.36363636363636365	0	0	0
142	0.0	0	0	0
143	0.1111111111111111	0	0	0
144	1.0	0	1	0
145	0.25	0	0	0
146	0.40625	0	0	0
147	1.0	0	1	0
148	0.9	0	0	0
149	0.8333333333333334	0	0	0
