QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.0	1	1
1	1.0	0	1
2	0.0	1	1
3	1.0	0	1
4	1.0	0	1
5	1.0	0	1
6	1.0	0	1
7	1.0	0	1
8	1.0	0	1
9	0.0	1	1
10	0.9473684210526315	0	0
11	1.0	0	1
12	1.0	0	1
13	0.0	0	0
14	0.0	1	1
15	0.0	0	0
16	1.0	0	1
17	1.0	0	1
18	0.0	1	1
19	1.0	0	1
20	1.0	0	1
21	1.0	0	1
22	1.0	0	1
23	1.0	0	1
24	1.0	0	1
25	0.0	0	0
26	1.0	0	1
27	1.0	0	1
28	1.0	0	1
29	1.0	0	1
30	0.0	1	1
31	1.0	0	1
32	0.0	0	0
33	0.9484536082474226	0	0
34	1.0	0	1
35	1.0	0	1
36	1.0	0	1
37	1.0	0	1
38	1.0	0	1
39	1.0	0	1
40	0.4411764705882353	0	0
41	0.0	0	0
42	1.0	0	1
43	1.0	0	1
44	0.9545454545454546	0	0
45	1.0	0	1
46	1.0	0	1
47	1.0	0	1
48	1.0	0	1
49	1.0	0	1
50	0.0	1	1
51	1.0	0	1
52	1.0	0	1
53	1.0	0	1
54	1.0	0	1
55	0.875	0	0
56	1.0	0	1
57	1.0	0	1
58	1.0	0	1
59	1.0	0	1
60	1.0	0	1
61	1.0	0	1
62	1.0	0	1
63	0.0	0	0
64	0.42857142857142855	0	0
65	1.0	0	1
66	1.0	0	1
67	1.0	0	1
68	1.0	0	1
69	0.3888888888888889	0	0
70	0.6666666666666666	0	0
71	1.0	0	1
72	1.0	0	1
73	1.0	0	1
74	1.0	0	1
75	1.0	0	1
76	1.0	0	1
77	0.0	0	0
78	1.0	0	1
79	0.8333333333333334	0	0
80	1.0	0	1
81	1.0	0	1
82	1.0	0	1
83	0.0	0	0
84	1.0	0	1
85	0.6	0	0
86	0.0	1	1
87	0.0	1	1
88	1.0	0	1
89	1.0	0	1
90	1.0	0	1
91	1.0	0	1
92	1.0	0	1
93	1.0	0	1
94	1.0	0	1
95	0.0	1	1
96	1.0	0	1
97	1.0	0	1
98	0.0	0	0
99	1.0	0	1
100	0.0	1	1
101	1.0	0	1
102	1.0	0	1
103	1.0	0	1
104	1.0	0	1
105	1.0	0	1
106	0.16666666666666666	0	0
107	0.0	0	0
108	1.0	0	1
109	1.0	0	1
110	0.0	1	1
111	0.75	0	0
112	1.0	0	1
113	0.0	0	0
114	0.0	1	1
115	1.0	0	1
116	1.0	0	1
117	0.0	0	0
118	1.0	0	1
119	1.0	0	1
120	0.0	1	1
121	1.0	0	1
122	1.0	0	1
123	0.0	1	1
124	1.0	0	1
125	0.0	1	1
126	0.0	1	1
127	0.0	0	0
128	0.0	1	1
129	0.0	1	1
130	0.42857142857142855	0	0
131	0.8181818181818182	0	0
132	1.0	0	1
133	0.0	1	1
134	1.0	0	1
135	0.0	0	0
136	1.0	0	1
137	0.0	0	0
138	0.0	0	0
139	0.3333333333333333	0	0
140	0.0	1	1
141	1.0	0	1
142	0.0	0	0
143	0.0	1	1
144	0.9666666666666667	0	0
145	1.0	0	1
146	1.0	0	1
147	0.0	0	0
148	0.0	0	0
149	0.6666666666666666	0	0
