QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.6	0	0
1	0.5	0	0
2	0.0	1	1
3	0.6666666666666666	0	0
4	0.6666666666666666	0	0
5	0.6666666666666666	0	0
6	1.0	0	1
7	0.0	0	0
8	0.1	0	0
9	0.0	0	0
10	0.0	0	0
11	0.0	1	1
12	0.0	1	1
13	0.8	0	0
14	0.25	0	0
15	0.36363636363636365	0	0
16	0.6	0	0
17	0.2	0	0
18	0.5	0	0
19	0.0	0	0
20	1.0	0	1
21	0.20833333333333334	0	0
22	0.1111111111111111	0	0
23	0.0	0	0
24	0.2857142857142857	0	0
25	0.8888888888888888	0	0
26	0.3333333333333333	0	0
27	0.0	0	0
28	0.0	0	0
29	0.5	0	0
30	0.5	0	0
31	0.5	0	0
32	1.0	0	1
33	0.05	0	0
34	0.9	0	0
35	1.0	0	1
36	0.6	0	0
37	0.3	0	0
