QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.05555555555555555	0	0
1	0.2	0	0
2	0.3	0	0
3	0.0	1	1
4	0.0	0	0
5	0.25	0	0
6	0.25	0	0
7	1.0	0	1
8	0.0	0	0
9	0.14285714285714285	0	0
10	1.0	0	1
11	0.5	0	0
12	0.0	1	1
13	0.0	1	1
14	0.0	0	0
15	0.5	0	0
16	0.0	0	0
17	0.0	0	0
18	0.125	0	0
19	0.0	0	0
20	0.0	1	1
21	0.0	1	1
22	0.04	0	0
23	0.4	0	0
24	0.0	1	1
25	0.0	1	1
26	0.15789473684210525	0	0
27	0.0	0	0
28	0.3333333333333333	0	0
29	0.0	0	0
30	0.0	0	0
31	0.0	0	0
32	0.0	0	0
33	0.0	0	0
34	0.05	0	0
35	0.85	0	0
36	1.0	0	1
37	1.0	0	1
38	1.0	0	1
