QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.0	0	0
1	1.0	0	1
2	0.0	1	1
3	1.0	0	1
4	0.3333333333333333	0	0
5	1.0	0	1
6	1.0	0	1
7	0.5	0	0
8	0.5	0	0
9	1.0	0	1
10	1.0	0	1
11	1.0	0	1
12	0.0	0	0
13	0.9473684210526315	0	0
14	1.0	0	1
15	0.0	1	1
16	0.0	0	0
17	0.0	1	1
18	0.0	0	0
19	1.0	0	1
20	0.5	0	0
21	0.0	0	0
22	1.0	0	1
23	1.0	0	1
24	1.0	0	1
25	0.6666666666666666	0	0
26	0.0	0	0
27	1.0	0	1
28	1.0	0	1
29	1.0	0	1
30	0.0	1	1
31	1.0	0	1
32	0.0	1	1
33	1.0	0	1
34	1.0	0	1
35	1.0	0	1
36	0.3125	0	0
37	0.8571428571428571	0	0
38	0.5	0	0
39	0.0	0	0
40	1.0	0	1
41	0.42857142857142855	0	0
42	0.0	1	1
43	1.0	0	1
44	1.0	0	1
45	0.4	0	0
46	1.0	0	1
47	0.3333333333333333	0	0
48	1.0	0	1
49	1.0	0	1
