QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
1	0.125	0	0
2	0.0	0	0
3	0.0	1	1
4	0.5	0	0
5	0.0	0	0
6	0.0	0	0
7	0.0	0	0
8	0.0	0	0
9	0.4642857142857143	0	0
10	0.0	0	0
11	0.6666666666666666	0	0
12	0.0	1	1
13	0.0	1	1
14	0.0	0	0
15	0.0	0	0
16	0.08333333333333333	0	0
17	0.21428571428571427	0	0
18	0.5	0	0
19	0.0	0	0
20	0.0	1	1
21	0.0	0	0
22	0.8333333333333334	0	0
23	0.03389830508474576	0	0
24	0.13333333333333333	0	0
25	0.14285714285714285	0	0
26	0.0	0	0
27	0.15384615384615385	0	0
28	0.16666666666666666	0	0
29	0.0	0	0
30	1.0	0	1
31	1.0	0	1
32	1.0	0	1
33	0.0	0	0
34	0.5263157894736842	0	0
35	0.0	0	0
36	0.0	1	1
37	0.0	1	1
38	0.0	1	1
