QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.3333333333333333	0	0
1	0.3333333333333333	0	0
2	0.3333333333333333	0	0
3	0.2857142857142857	0	0
4	1.0	0	1
5	1.0	0	1
6	1.0	0	1
7	0.3333333333333333	0	0
8	1.0	0	1
9	1.0	0	1
10	1.0	0	1
11	1.0	0	1
12	1.0	0	1
13	1.0	0	1
14	1.0	0	1
15	1.0	0	1
16	1.0	0	1
17	1.0	0	1
18	1.0	0	1
19	0.25	0	0
20	0.3333333333333333	0	0
21	0.25	0	0
22	0.25	0	0
23	1.0	0	1
24	0.6666666666666666	0	0
25	0.3333333333333333	0	0
26	1.0	0	1
27	1.0	0	1
28	0.5	0	0
29	0.5	0	0
30	0.4	0	0
31	0.25	0	0
32	0.2	0	0
33	0.18181818181818182	0	0
34	0.2	0	0
35	0.2	0	0
36	1.0	0	1
37	1.0	0	1
38	1.0	0	1
39	1.0	0	1
40	0.0	0	0
41	0.0	0	0
42	0.48484848484848486	0	0
43	1.0	0	1
44	0.0	0	0
45	0.07142857142857142	0	0
46	0.2857142857142857	0	0
47	0.25	0	0
48	0.25	0	0
49	0.0	0	0
50	0.0	0	0
51	0.0	0	0
52	0.5714285714285714	0	0
53	0.3103448275862069	0	0
54	0.0	0	0
55	0.5	0	0
56	1.0	0	1
57	0.2	0	0
58	0.5	0	0
59	0.25	0	0
60	0.0	0	0
61	0.0	0	0
62	1.0	0	1
63	1.0	0	1
64	0.25	0	0
65	0.5	0	0
66	0.5	0	0
67	0.0	0	0
68	0.0	0	0
69	0.0	0	0
70	1.0	0	1
71	0.2	0	0
72	0.3333333333333333	0	0
73	0.6666666666666666	0	0
74	1.0	0	1
75	1.0	0	1
76	1.0	0	1
77	1.0	0	1
78	1.0	0	1
79	0.0	0	0
80	0.0	0	0
81	1.0	0	1
82	1.0	0	1
83	0.75	0	0
84	0.8571428571428571	0	0
85	0.0	0	0
86	1.0	0	1
87	0.2	0	0
88	0.9629629629629629	0	0
89	0.07692307692307693	0	0
90	0.16	0	0
91	0.0	0	0
92	1.0	0	1
93	1.0	0	1
94	0.0	0	0
95	0.0	0	0
96	0.25	0	0
97	0.0	0	0
98	0.5714285714285714	0	0
99	0.325	0	0
100	0.4583333333333333	0	0
101	0.09090909090909091	0	0
102	0.3333333333333333	0	0
103	1.0	0	1
104	1.0	0	1
105	0.0	0	0
106	0.125	0	0
107	0.0	0	0
108	0.0	0	0
109	0.0	0	0
110	0.25	0	0
111	1.0	0	1
112	0.8571428571428571	0	0
113	0.8571428571428571	0	0
114	0.0	0	0
115	0.0	0	0
116	0.3333333333333333	0	0
117	0.0	0	0
118	1.0	0	1
119	1.0	0	1
120	1.0	0	1
121	1.0	0	1
122	0.3333333333333333	0	0
123	1.0	0	1
124	1.0	0	1
125	0.3333333333333333	0	0
126	0.0	0	0
127	1.0	0	1
128	0.3333333333333333	0	0
129	1.0	0	1
130	1.0	0	1
131	1.0	0	1
132	1.0	0	1
133	0.0	0	0
134	0.0	0	0
135	1.0	0	1
136	1.0	0	1
137	0.0	0	0
138	1.0	0	1
139	0.23076923076923078	0	0
140	0.0	0	0
141	0.0	0	0
142	1.0	0	1
143	1.0	0	1
144	0.25	0	0
145	0.16666666666666666	0	0
146	1.0	0	1
147	0.0	0	0
148	0.6	0	0
