QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.2222222222222222	0	0
1	0.14285714285714285	0	0
2	0.25	0	0
3	0.2	0	0
4	0.0	0	0
5	0.3333333333333333	0	0
6	1.0	0	1
7	0.0	0	0
8	0.0	0	0
9	0.05555555555555555	0	0
10	0.5	0	0
11	0.0	0	0
12	0.0	0	0
13	0.0	0	0
14	0.09090909090909091	0	0
15	0.4	0	0
16	0.0	0	0
17	0.0	0	0
18	0.3333333333333333	0	0
19	0.0	0	0
20	0.0	0	0
21	0.42857142857142855	0	0
22	0.16666666666666666	0	0
23	0.1111111111111111	0	0
24	0.0	0	0
25	0.16666666666666666	0	0
26	0.25	0	0
27	0.15384615384615385	0	0
28	0.14285714285714285	0	0
29	0.6	0	0
30	0.5	0	0
31	0.5	0	0
32	0.5	0	0
33	0.5	0	0
34	0.4878048780487805	0	0
35	0.95	0	0
36	1.0	0	1
37	0.0	0	0
38	0.36363636363636365	0	0
