QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
0	0.21739130434782608	0	0
1	0.5	0	0
2	0.4	0	0
3	0.0	1	1
4	0.6666666666666666	0	0
5	0.3333333333333333	0	0
6	0.3333333333333333	0	0
7	0.16666666666666666	0	0
8	0.0	0	0
9	0.2	0	0
10	0.5	0	0
11	0.0	0	0
12	0.0	1	1
13	0.0	1	1
14	0.6	0	0
15	0.25	0	0
16	0.7777777777777778	0	0
17	0.16666666666666666	0	0
18	0.25	0	0
19	0.375	0	0
20	0.0	0	0
21	1.0	0	1
22	1.0	0	1
23	0.12	0	0
24	0.0	0	0
25	0.2857142857142857	0	0
26	1.0	0	1
27	0.0	0	0
28	0.0	0	0
29	1.0	0	1
30	0.5	0	0
31	0.5	0	0
32	0.5	0	0
33	1.0	0	1
34	0.05	0	0
35	0.95	0	0
36	1.0	0	1
37	0.4	0	0
38	0.7	0	0
