QuestionID	JaccardSimilarity	IsEmptySet	BinaryEqual
1	0.1	0	0
2	0.047619047619047616	0	0
3	0.0	0	0
4	0.6666666666666666	0	0
5	0.3333333333333333	0	0
6	0.0	0	0
7	0.0	0	0
8	0.16666666666666666	0	0
9	0.5882352941176471	0	0
10	0.0	1	1
11	1.0	0	1
12	0.0	0	0
13	0.0	0	0
14	0.15384615384615385	0	0
15	0.0	0	0
16	0.0	0	0
17	0.16666666666666666	0	0
18	0.6666666666666666	0	0
19	0.0	0	0
20	0.0	0	0
21	0.0	0	0
22	0.76	0	0
23	0.10256410256410256	0	0
24	0.3333333333333333	0	0
25	0.0	0	0
26	0.0	0	0
27	0.2	0	0
28	0.0	0	0
29	0.0	0	0
30	1.0	0	1
31	0.0	0	0
32	1.0	0	1
33	0.0	0	0
34	0.0	0	0
35	0.0	0	0
36	0.0	1	1
37	0.0	0	0
38	0.0	0	0
